symbol,threshold,horizon,direction,n_events,median_ratio,q25_ratio,q75_ratio,pct_favorable
BTC,0.05,10,bearish,127,0.728081123244919,0.35140257335994285,1.8152358624610714,23.62204724409449
BTC,0.05,10,bullish,127,0.6399688200330315,0.21303116075370881,2.5421162606142085,27.559055118110237
BTC,0.05,20,bearish,127,1.0726675187146162,0.36100293216666135,2.8510472761211227,34.645669291338585
BTC,0.05,20,bullish,127,0.6291381606134722,0.22246761482484917,2.7928127021231557,30.708661417322837
BTC,0.05,30,bearish,127,1.175483126622523,0.299234901450134,3.501531005782752,37.79527559055118
BTC,0.05,30,bullish,127,0.7553134102922969,0.21286549815512457,2.874644859256505,31.496062992125985
BTC,0.05,50,bearish,127,1.1275945199035466,0.34241646187691993,3.89702666217826,37.00787401574803
BTC,0.05,50,bullish,127,0.9422782874617273,0.20181577349747137,3.2922598301250003,35.43307086614173
BTC,0.05,100,bearish,127,1.1496086909909504,0.32652605287080705,3.114734278649247,37.79527559055118
BTC,0.05,100,bullish,127,0.8603939012990418,0.19579183526401195,3.1347910358096063,33.85826771653544
BTC,0.1,10,bearish,275,0.8449388676076937,0.35196986653987494,2.240067236976424,26.90909090909091
BTC,0.1,10,bullish,267,0.7784742598027883,0.25042761368435773,2.4732593841582102,28.83895131086142
BTC,0.1,20,bearish,275,1.0459434255518458,0.3496400672882048,3.109958401809035,33.45454545454545
BTC,0.1,20,bullish,267,0.8536444412337774,0.23924009041943387,2.8134756438444155,33.33333333333333
BTC,0.1,30,bearish,275,1.1366393215964796,0.299234901450134,3.6667849986192143,36.36363636363637
BTC,0.1,30,bullish,267,0.9057685724066392,0.2173409681511833,3.0429875600378673,32.20973782771536
BTC,0.1,50,bearish,275,1.2960148083623877,0.34241646187691993,3.978567148783277,38.54545454545455
BTC,0.1,50,bullish,267,0.983199865598844,0.20324647633145862,3.37728287894637,34.45692883895131
BTC,0.1,100,bearish,275,1.5813997573552052,0.4010624923629167,4.4438328596334635,43.63636363636363
BTC,0.1,100,bullish,267,1.0746509129967443,0.23497465407374973,3.1383506724205303,36.329588014981276
BTC,0.15,10,bearish,455,0.9030943270669721,0.36065913229238533,2.376587070446245,27.692307692307693
BTC,0.15,10,bullish,455,0.8055894786284065,0.27123045842526705,2.783363787769794,31.428571428571427
BTC,0.15,20,bearish,455,0.9312330623305667,0.32290483451771557,2.743777325837355,31.868131868131865
BTC,0.15,20,bullish,455,0.9067352237438626,0.24803746156879425,2.770426545725919,31.648351648351646
BTC,0.15,30,bearish,455,0.957285918659314,0.27741026820592307,3.037017371808281,33.4065934065934
BTC,0.15,30,bullish,455,0.9048437947836355,0.22453671434744998,2.8822109879408,31.428571428571427
BTC,0.15,50,bearish,455,1.1496086909909504,0.28473390498033263,3.545280478237978,36.7032967032967
BTC,0.15,50,bullish,455,0.9372368421052734,0.23812297389677772,3.288334282450358,33.62637362637363
BTC,0.15,100,bearish,455,1.1664219129102444,0.36250572860747243,3.7167004384967512,38.24175824175824
BTC,0.15,100,bullish,455,0.8769822761193722,0.24977534424607184,3.210780691900135,35.38461538461539
BTC,0.2,10,bearish,609,0.8808777429465615,0.34891136011662105,2.484827198650977,28.735632183908045
BTC,0.2,10,bullish,606,0.801118331375157,0.2976496005515885,2.755886196378629,30.693069306930692
BTC,0.2,20,bearish,609,0.9375972265433672,0.3029806389581096,3.097113350752588,33.66174055829228
BTC,0.2,20,bullish,606,0.8531788097641755,0.2670927317120514,2.8448394092359863,31.18811881188119
BTC,0.2,30,bearish,609,0.958898489782353,0.27765891694001665,3.209574383134931,35.139573070607554
BTC,0.2,30,bullish,606,0.9407966305426321,0.2452041205814679,2.9034803827995512,31.353135313531354
BTC,0.2,50,bearish,609,1.1044469920956534,0.29283665032643996,3.0279950130342947,35.467980295566505
BTC,0.2,50,bullish,606,0.9893724668343628,0.23790610846232071,3.4622050550853003,34.81848184818482
BTC,0.2,100,bearish,609,1.0751332298266922,0.34965292013627564,3.1240131578947103,35.960591133004925
BTC,0.2,100,bullish,606,0.9434808356223514,0.2568437102009308,3.5292422555589265,36.7986798679868
ETH,0.05,10,bearish,41,0.9678571428570929,0.41438102297995494,3.1560975609752324,31.70731707317073
ETH,0.05,10,bullish,71,1.1410459587954613,0.3024820262829036,2.8353711790391904,32.3943661971831
ETH,0.05,20,bearish,41,0.7713736791547328,0.46098901098899703,4.146666666666685,36.58536585365854
ETH,0.05,20,bullish,71,1.2111368909512341,0.2757637473773098,4.948994252873791,39.436619718309856
ETH,0.05,30,bearish,41,1.219063545150492,0.46563573883160825,4.628614916286401,36.58536585365854
ETH,0.05,30,bullish,71,1.146884272997017,0.33348868374032153,5.172615236876104,38.028169014084504
ETH,0.05,50,bearish,41,1.7079889807162296,0.3634236041457632,4.157718120805302,46.34146341463415
ETH,0.05,50,bullish,71,1.2787934186471874,0.5103887654712745,5.060696632224634,38.028169014084504
ETH,0.05,100,bearish,41,1.4291725105189197,0.4764397905759304,3.1092198581559587,36.58536585365854
ETH,0.05,100,bullish,71,1.3469967532467624,0.6507910358334076,3.169285851449853,39.436619718309856
ETH,0.1,10,bearish,116,0.6778663552823945,0.25536960998520064,1.9355917366945792,24.137931034482758
ETH,0.1,10,bullish,172,0.9599625743713903,0.32733596109506036,2.621038220070319,31.976744186046513
ETH,0.1,20,bearish,116,0.7002471910112269,0.23675135691772237,2.5561385973680606,30.17241379310345
ETH,0.1,20,bullish,172,1.045206403339091,0.27357589409179073,3.9633929262442127,37.2093023255814
ETH,0.1,30,bearish,116,0.6533865188668988,0.28552074590375154,2.5561385973680606,27.586206896551722
ETH,0.1,30,bullish,172,1.0357502408997297,0.28019893355210584,4.084779943987221,37.7906976744186
ETH,0.1,50,bearish,116,0.905181084995142,0.2670307559643697,2.9161341853034566,36.206896551724135
ETH,0.1,50,bullish,172,0.9450516195458818,0.3309147897310044,3.661851354616801,36.04651162790697
ETH,0.1,100,bearish,116,1.0279678331561022,0.29149283679988636,3.116504588273453,33.62068965517241
ETH,0.1,100,bullish,172,1.066438617158977,0.35923799979280335,2.8350016507778877,32.55813953488372
ETH,0.15,10,bearish,213,0.7268070574843594,0.2666666666666721,2.409863945578199,30.046948356807512
ETH,0.15,10,bullish,309,0.8860164512338392,0.3215394165114709,2.57330415754909,30.097087378640776
ETH,0.15,20,bearish,213,0.706148867313944,0.26880845872306175,2.7074542897328953,31.455399061032864
ETH,0.15,20,bullish,309,0.9845320959010021,0.28060606060606724,3.411378555798497,35.92233009708738
ETH,0.15,30,bearish,213,0.706148867313944,0.27278401997504614,2.81250000000016,30.985915492957744
ETH,0.15,30,bullish,309,0.9675000000000485,0.2804107424960682,4.239852398523932,37.2168284789644
ETH,0.15,50,bearish,213,0.8962207558488294,0.26530612244897955,3.0000000000001057,32.863849765258216
ETH,0.15,50,bullish,309,0.9453125000000486,0.27173913043478104,3.8777429467085374,35.92233009708738
ETH,0.15,100,bearish,213,1.0725436179981593,0.28240740740740683,3.1383587786259364,36.61971830985916
ETH,0.15,100,bullish,309,0.9779474130618985,0.3332885364870344,3.1649282920470116,31.3915857605178
ETH,0.2,10,bearish,316,0.8059403053467025,0.3294726705245156,2.5068122305927645,31.645569620253166
ETH,0.2,10,bullish,425,0.8013698630137909,0.3215394165114709,2.513392857142743,29.88235294117647
ETH,0.2,20,bearish,316,0.8211122737805854,0.2956364200696559,2.9422642178016547,32.91139240506329
ETH,0.2,20,bullish,425,0.9308072487644399,0.27733934611049227,3.3558718861210846,33.88235294117647
ETH,0.2,30,bearish,316,0.8747950819672144,0.2887147935885417,2.964979636227815,33.22784810126582
ETH,0.2,30,bullish,425,0.9377301640441871,0.26000000000000983,3.949169110459435,35.294117647058826
ETH,0.2,50,bearish,316,0.9732817170949307,0.27250164370926866,3.1562975350111553,34.49367088607595
ETH,0.2,50,bullish,425,0.9305957200694147,0.23676012461058976,3.6148531951640646,34.8235294117647
ETH,0.2,100,bearish,316,1.1623066626320693,0.2756750048600076,3.625127931728204,38.291139240506325
ETH,0.2,100,bullish,425,0.9267264101212278,0.2364783653846107,2.873261205564117,30.823529411764707
SOL,0.05,10,bearish,70,0.724292101341282,0.34773561811507187,1.8694444444442797,22.857142857142858
SOL,0.05,10,bullish,114,0.8646587876477212,0.295056320400494,3.112622587788782,35.08771929824561
SOL,0.05,20,bearish,70,0.6882591093117401,0.22135364635365354,1.690730106644756,24.285714285714285
SOL,0.05,20,bullish,114,0.9838709677419724,0.2734622342831291,3.5167103538661744,32.45614035087719
SOL,0.05,30,bearish,70,0.48791333171639034,0.18095243187748422,1.2850672121566373,21.428571428571427
SOL,0.05,30,bullish,114,1.0293495934959087,0.3509114798078087,2.734235352532278,36.84210526315789
SOL,0.05,50,bearish,70,0.4370860927152509,0.18912848158131224,1.219852941176476,14.285714285714285
SOL,0.05,50,bullish,114,0.6905722670579602,0.28258677804983506,2.639285714285686,34.21052631578947
SOL,0.05,100,bearish,70,1.093087813454256,0.17889760048249367,2.0896045197739745,28.57142857142857
SOL,0.05,100,bullish,114,0.6678359244084907,0.2365515031772294,3.2362179487179463,28.07017543859649
SOL,0.1,10,bearish,156,0.7293080054274323,0.3074358974358846,1.8083333333332083,23.717948717948715
SOL,0.1,10,bullish,253,0.8799999999999955,0.30645161290321987,2.6749999999999448,32.015810276679844
SOL,0.1,20,bearish,156,0.5812626972964591,0.2095238095238389,1.7500000000000113,22.435897435897438
SOL,0.1,20,bullish,253,0.9375000000000556,0.26249999999997076,3.012048192771142,32.015810276679844
SOL,0.1,30,bearish,156,0.48697831535359726,0.18034604305639662,1.3621710526315738,20.51282051282051
SOL,0.1,30,bullish,253,0.8181818181818418,0.3150684931506753,2.7941176470587625,33.59683794466403
SOL,0.1,50,bearish,156,0.4370860927152509,0.17508303140096723,1.5452185792349424,20.51282051282051
SOL,0.1,50,bullish,253,0.7000000000000443,0.28244274809160064,2.9357798165137416,33.59683794466403
SOL,0.1,100,bearish,156,0.6670338561115283,0.15367943881940366,2.1081339315386787,27.564102564102566
SOL,0.1,100,bullish,253,0.8181818181818418,0.2537313432835808,3.2391304347825414,32.41106719367589
SOL,0.15,10,bearish,284,0.9752976190476266,0.36111865327175596,2.3295328142381337,28.169014084507044
SOL,0.15,10,bullish,420,0.8744262295081857,0.2997422680412478,2.819052419354821,33.095238095238095
SOL,0.15,20,bearish,284,0.8302444265377578,0.2448700410396655,2.384837177747607,29.929577464788732
SOL,0.15,20,bullish,420,0.9033927544565847,0.2533105567032196,3.0435189031990646,32.38095238095238
SOL,0.15,30,bearish,284,0.7068042250061425,0.20978891416012185,2.3891633728590342,29.929577464788732
SOL,0.15,30,bullish,420,0.8322510822510827,0.2732125298497034,3.0102040816325473,34.523809523809526
SOL,0.15,50,bearish,284,0.5315181518151877,0.17988641352063658,2.2845864661654174,27.11267605633803
SOL,0.15,50,bullish,420,0.8246753246753221,0.261636363636353,3.313652802893352,36.19047619047619
SOL,0.15,100,bearish,284,0.6933913221748754,0.17074388778715913,2.4473659630113502,30.633802816901408
SOL,0.15,100,bullish,420,0.9517490250858454,0.2540268952268383,3.722807991120998,37.142857142857146
SOL,0.2,10,bearish,404,0.9350210970464524,0.34726100966702966,2.6378648233486164,30.445544554455445
SOL,0.2,10,bullish,590,0.8478535353535115,0.3081501831501772,2.6557105868815065,30.847457627118647
SOL,0.2,20,bearish,404,0.858903020667696,0.2748861624082999,2.6491935483871316,32.17821782178218
SOL,0.2,20,bullish,590,0.8230253353204324,0.25566593639042295,2.92810457516339,31.016949152542374
SOL,0.2,30,bearish,404,0.9108561341570982,0.2317488643737866,2.6128837719298117,31.93069306930693
SOL,0.2,30,bullish,590,0.8596230158730049,0.2906653426017909,3.1409266409265673,33.89830508474576
SOL,0.2,50,bearish,404,0.6189020971178708,0.19330348637835532,2.7965909090909937,32.92079207920792
SOL,0.2,50,bullish,590,0.9705773955773904,0.26410942249238945,3.506151337730674,36.440677966101696
SOL,0.2,100,bearish,404,0.8626545176500569,0.20648148148148196,2.7327491181657773,33.663366336633665
SOL,0.2,100,bullish,590,0.9639179984280948,0.2608667854522592,3.441930618401299,35.42372881355932
